   0.0000000000000000        0.0000000000000000       -0.0000000000000000        0.0000000000000000     
 -0.31019281147419875       -4.5000387532052599E-002 -0.94438412074360212      -0.26922821402540981     
 -0.61092296513502298       -8.8680719030552524E-002  -1.6924285640719312      -0.47527467786968336     
 -0.90276319863960630      -0.13119123562485591       -2.3143513557783728      -0.64074246956670122     
  -1.1862184662134343      -0.17265114178228202       -2.6681491129934951      -0.71993259030467338     
  -1.4617383131282935      -0.21315512822634020       -3.1301649150221231      -0.83398968786360228     
  -1.7297264580778098      -0.25277836839401147       -3.5035137894955448      -0.88488765743329878     
  -1.9905483085752547      -0.29158039032732219       -3.8558551593433221      -0.92906413647387998     
  -2.2445369237093296      -0.32960810786135042       -4.2296080535667055      -0.98026585296982127     
  -2.4919977952201169      -0.36689821503804154       -4.6814675738380505       -1.0220027207727851     
  -2.7332127184831982      -0.40347909246444402       -5.3485253850503982       -1.1678722202264771     
  -2.9684429549937832      -0.43937233562503586       -5.7124359896326897       -1.1815959238032081     
  -3.1979318378085164      -0.47459398750629944       -6.0222197903037831       -1.1778671692591411     
  -3.4219069350759082      -0.50915553794742507       -6.5204353216946611       -1.2351252761748610     
  -3.6405818600391182      -0.54306473747692507       -6.9478199105096445       -1.2347930192539525     
  -3.8541577960401359      -0.57632626255695740       -7.3386508931294943       -1.2574793448449795     
  -4.0628247901142025      -0.60894226103217797       -7.8848833568047469       -1.2609634430618675     
  -4.2667628574324024      -0.64091280041769494       -8.3764167342260656       -1.2813366728784019     
  -4.4661429301351916      -0.67223623693831591       -8.8124169841731312       -1.2489615319820868     
  -4.6611276774343100      -0.70290951964670256       -9.3971142965352428       -1.2992113753256620     
  -4.8518722185764958      -0.73292844106732602      
  -5.0385247461998883      -0.76228784365316038      
  -5.2212270743414173      -0.79098178955674214      
  -5.4001151228038919      -0.81900369986931132      
  -5.5753193474930498      -0.84634646833520044      
  -5.7469651247072902      -0.87300255368801594      
  -5.9151730959962059      -0.89896405401639079      
  -6.0800594791256435      -0.92422276599159581      
  -6.2417363497850236      -0.94877023129961024      
  -6.4003118979523927      -0.97259777224254940      
  -6.5558906622156448      -0.99569651813417615      
  -6.7085737448651281       -1.0180574238606308      
  -6.8584590101434895       -1.0396712817432316      
  -7.0056412677079889       -1.0605287276603779      
  -7.1502124430597265       -1.0806202422295339      
  -7.2922617364652114       -1.0999361477150309      
  -7.4318757716787456       -1.1184666012219413      
  -7.5691387356158701       -1.1362015846344580      
  -7.7041325099760423       -1.1531308916914753      
  -7.8369367956911482       -1.1692441125014650      
  -7.9676292309756374       -1.1845306157656879      
  -8.0962855036627985       -1.1989795289036813      
  -8.2229794584388287       -1.2125797162479763      
  -8.3477831995223006       -1.2253197554298527      
  -8.4707671892788596       -1.2371879120346296      
  -8.5920003432267258       -1.2481721125981409      
  -8.7115501218297027       -1.2582599159586785      
  -8.8294826194635512       -1.2674384829740486      
  -8.9458626508980750       -1.2756945445858516      
  -9.0607538356231228       -1.2830143681869739      
  -9.1742186803214878       -1.2893837222255051      
  -9.2863186597820899       -1.2947878389690786      
  -9.3971142965352428       -1.2992113753256618      
